"ano","variable","etiqueta","valor_millones_eur","valor_pct_pib","unidad_principal","estado_dato","fuente","definicion","nota"
"2050","deficit_saldo_publico","Deficit o saldo publico","-258868.307821","-7","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2050","deuda_publica_total","Deuda publica total","","129","porcentaje del PIB","escenario","AIReF, previsiones y proyecciones de deuda publica","Deuda publica total de las AAPP sobre PIB.","Escenario/prevision AIReF; no contiene importe en millones de euros."
"2050","gasto_pensiones","Gasto publico en pensiones","","16.054187","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2050","gasto_publico_total","Gasto publico total","1886040.52841","51","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2050","gasto_sanidad","Gasto publico en sanidad","","7.0325","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2050","intereses_deuda","Intereses de la deuda","173811.578108","4.7","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2050","pib","PIB","3698118.683156","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2051","deficit_saldo_publico","Deficit o saldo publico","-268857.852256","-7.035","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2051","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2051","gasto_pensiones","Gasto publico en pensiones","","16.02386","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2051","gasto_publico_total","Gasto publico total","1951369.14516","51.06","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2051","gasto_sanidad","Gasto publico en sanidad","","7.0553","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2051","intereses_deuda","Intereses de la deuda","183633.543723","4.805","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2051","pib","PIB","3821717.871446","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2052","deficit_saldo_publico","Deficit o saldo publico","-279165.342734","-7.07","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2052","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2052","gasto_pensiones","Gasto publico en pensiones","","15.973503","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2052","gasto_publico_total","Gasto publico total","2018519.422992","51.12","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2052","gasto_sanidad","Gasto publico en sanidad","","7.0757","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2052","intereses_deuda","Intereses de la deuda","193875.78965","4.91","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2052","pib","PIB","3948590.420564","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2053","deficit_saldo_publico","Deficit o saldo publico","-289788.214358","-7.105","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2053","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2053","gasto_pensiones","Gasto publico en pensiones","","15.910464","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2053","gasto_publico_total","Gasto publico total","2087454.019824","51.18","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2053","gasto_sanidad","Gasto publico en sanidad","","7.0929","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2053","intereses_deuda","Intereses de la deuda","204544.390571","5.015","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2053","pib","PIB","4078651.85585","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2054","deficit_saldo_publico","Deficit o saldo publico","-300878.706019","-7.14","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2054","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2054","gasto_pensiones","Gasto publico en pensiones","","15.833306","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2054","gasto_publico_total","Gasto publico total","2159247.184372","51.24","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2054","gasto_sanidad","Gasto publico en sanidad","","7.1084","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2054","intereses_deuda","Intereses de la deuda","215756.158938","5.12","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2054","pib","PIB","4213987.479259","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2055","deficit_saldo_publico","Deficit o saldo publico","-312443.498101","-7.175","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2055","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2055","gasto_pensiones","Gasto publico en pensiones","","15.74828","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2055","gasto_publico_total","Gasto publico total","2233916.578755","51.3","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2055","gasto_sanidad","Gasto publico en sanidad","","7.1203","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2055","intereses_deuda","Intereses de la deuda","227528.540429","5.225","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2055","pib","PIB","4354613.213947","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2056","deficit_saldo_publico","Deficit o saldo publico","-324477.747634","-7.21","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2056","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2056","gasto_pensiones","Gasto publico en pensiones","","15.656689","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2056","gasto_publico_total","Gasto publico total","2311397.6586","51.36","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2056","gasto_sanidad","Gasto publico en sanidad","","7.1321","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2056","intereses_deuda","Intereses de la deuda","239870.512468","5.33","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2056","pib","PIB","4500384.849299","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2057","deficit_saldo_publico","Deficit o saldo publico","-336992.517345","-7.245","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2057","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2057","gasto_pensiones","Gasto publico en pensiones","","15.560664","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2057","gasto_publico_total","Gasto publico total","2391739.853951","51.42","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2057","gasto_sanidad","Gasto publico en sanidad","","7.1402","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2057","intereses_deuda","Intereses de la deuda","252802.530265","5.435","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2057","pib","PIB","4651380.501655","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2058","deficit_saldo_publico","Deficit o saldo publico","-349978.346811","-7.28","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2058","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2058","gasto_pensiones","Gasto publico en pensiones","","15.46074","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2058","gasto_publico_total","Gasto publico total","2474846.881021","51.48","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2058","gasto_sanidad","Gasto publico en sanidad","","7.1461","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2058","intereses_deuda","Intereses de la deuda","266329.676007","5.54","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2058","pib","PIB","4807394.873779","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2059","deficit_saldo_publico","Deficit o saldo publico","-363411.340533","-7.315","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2059","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2059","gasto_pensiones","Gasto publico en pensiones","","15.361085","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2059","gasto_publico_total","Gasto publico total","2560522.281758","51.54","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2059","gasto_sanidad","Gasto publico en sanidad","","7.1504","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2059","intereses_deuda","Intereses de la deuda","280445.251853","5.645","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2059","pib","PIB","4968029.262239","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2060","deficit_saldo_publico","Deficit o saldo publico","-377287.968179","-7.35","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2060","deuda_publica_total","Deuda publica total","","157","porcentaje del PIB","escenario","AIReF, previsiones y proyecciones de deuda publica","Deuda publica total de las AAPP sobre PIB.","Escenario/prevision AIReF; no contiene importe en millones de euros."
"2060","gasto_pensiones","Gasto publico en pensiones","","15.26154","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2060","gasto_publico_total","Gasto publico total","2648715.531708","51.6","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2060","gasto_sanidad","Gasto publico en sanidad","","7.1538","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2060","intereses_deuda","Intereses de la deuda","295157.254018","5.75","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2060","pib","PIB","5133169.635094","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2061","deficit_saldo_publico","Deficit o saldo publico","-391592.397371","-7.385","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2061","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2061","gasto_pensiones","Gasto publico en pensiones","","15.166603","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2061","gasto_publico_total","Gasto publico total","2739290.893458","51.66","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2061","gasto_sanidad","Gasto publico en sanidad","","7.152","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2061","intereses_deuda","Intereses de la deuda","310463.573","5.855","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2061","pib","PIB","5302537.54057","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2062","deficit_saldo_publico","Deficit o saldo publico","-406311.243095","-7.42","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2062","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2062","gasto_pensiones","Gasto publico en pensiones","","15.074638","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2062","gasto_publico_total","Gasto publico total","2832131.737582","51.72","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2062","gasto_sanidad","Gasto publico en sanidad","","7.1518","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2062","intereses_deuda","Intereses de la deuda","326363.208739","5.96","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2062","pib","PIB","5475892.764079","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2063","deficit_saldo_publico","Deficit o saldo publico","-421407.391277","-7.455","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2063","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2063","gasto_pensiones","Gasto publico en pensiones","","14.988154","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
